Ingredient,Label,Usage_Count,Mean_Rank,Std_Rank,Median_Rank,Mean_Price,Dry_Rate,Oily_Rate,Normal_Rate,Combination_Rate,Brand_Count
tocopherol,Cleanser,48,4.358333333333333,0.6853585281126497,4.45,31.770833333333332,0.6458333333333334,0.6875,0.6458333333333334,0.6875,26
ascorbyl palmitate,Cleanser,12,4.516666666666667,0.1749458790771037,4.5,41.083333333333336,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,9
peg methyl glucose dioleate,Cleanser,8,4.45,0.20701966780270625,4.4,29.25,0.75,0.875,0.875,0.875,7
peg hydrogenated castor oil,Cleanser,25,4.376,0.22226110770892868,4.4,30.44,0.56,0.6,0.56,0.6,18
caprylic capric triglyceride,Cleanser,31,4.451612903225806,0.2593208665494487,4.5,41.16129032258065,0.6451612903225806,0.6774193548387096,0.7096774193548387,0.7096774193548387,24
silica,Cleanser,24,4.458333333333333,0.25180507759266746,4.5,39.0,0.6666666666666666,0.75,0.7083333333333334,0.7916666666666666,16
benzoic acid,Cleanser,12,4.391666666666667,0.21087839379532688,4.4,28.25,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.5833333333333334,10
behenyl alcohol,Cleanser,8,4.4,0.27774602993176534,4.4,35.75,0.625,0.75,0.75,0.75,7
glyceryl stearate,Cleanser,34,4.4411764705882355,0.2709328968233743,4.5,32.411764705882355,0.47058823529411764,0.6176470588235294,0.6176470588235294,0.7058823529411765,19
lecithin,Cleanser,15,4.199999999999999,1.1729084728632004,4.4,32.666666666666664,0.5333333333333333,0.6666666666666666,0.5333333333333333,0.6666666666666666,12
hydrolyzed soy protein,Cleanser,5,4.32,0.2588435821108957,4.4,35.0,0.4,0.4,0.4,0.4,4
caramel,Cleanser,5,4.34,0.2701851217221259,4.4,41.6,0.6,0.6,0.6,0.6,3
peg glyceryl triisostearate,Cleanser,7,4.485714285714286,0.1345185418269097,4.5,36.714285714285715,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,7
polyethylene,Cleanser,7,4.514285714285714,0.37161167647860316,4.6,31.142857142857142,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,5
citrus aurantium bergamia fruit oil,Cleanser,15,4.393333333333333,0.12227992865708151,4.4,31.933333333333334,0.4,0.4666666666666667,0.4666666666666667,0.4666666666666667,6
melia azadirachta leaf extract,Cleanser,7,4.314285714285714,0.24784787961282104,4.3,35.42857142857143,0.8571428571428571,0.8571428571428571,1.0,1.0,4
melia azadirachta flower extract,Cleanser,6,4.283333333333333,0.2562550812504343,4.3,34.833333333333336,0.8333333333333334,1.0,1.0,1.0,3
amino esters,Cleanser,5,4.279999999999999,0.2863564212655271,4.3,36.2,0.8,1.0,1.0,1.0,3
citrus aurantium dulcis peel oil,Cleanser,8,4.45,0.16035674514745463,4.5,31.0,0.75,0.75,0.75,0.75,6
coccinia indica fruit extract,Cleanser,5,4.279999999999999,0.2863564212655271,4.3,36.2,0.8,1.0,1.0,1.0,3
curcuma longa root extract,Cleanser,12,4.408333333333332,0.23532698077098574,4.5,35.25,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.9166666666666666,7
ocimum sanctum leaf extract,Cleanser,8,4.35,0.2507132682112035,4.4,35.125,0.75,0.75,0.875,0.875,5
corallina officinalis extract,Cleanser,8,4.3375,0.23867192066576606,4.4,37.25,0.75,0.875,1.0,1.0,5
helianthus annuus seed oil,Cleanser,21,4.5476190476190474,0.1778174558895937,4.5,32.80952380952381,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.7142857142857143,19
carica papaya fruit extract,Cleanser,7,4.457142857142857,0.19023794624226828,4.5,39.142857142857146,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.7142857142857143,7
limnanthes alba seed oil,Cleanser,6,3.75,1.8641351882307249,4.55,31.0,0.5,0.5,0.5,0.5,3
carbomer,Cleanser,24,4.208333333333333,0.9268538023952283,4.45,32.416666666666664,0.5416666666666666,0.5416666666666666,0.625,0.625,18
isopropyl alcohol,Cleanser,5,2.7,2.473863375370596,4.2,38.2,0.8,0.8,0.8,0.8,3
methylparaben,Cleanser,20,4.25,1.0354251605779603,4.5,39.25,0.55,0.45,0.5,0.5,9
aniba rosaeodora wood oil,Cleanser,5,3.54,2.005741758053613,4.5,23.6,0.4,0.4,0.4,0.4,2
propylparaben,Cleanser,9,4.555555555555555,0.15092308563562354,4.6,39.888888888888886,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,6
triethanolamine,Cleanser,11,4.5636363636363635,0.273030134866931,4.6,28.545454545454547,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.6363636363636364,9
amyris balsamifera bark oil,Cleanser,7,3.785714285714285,1.6964949861686118,4.4,31.714285714285715,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,4
cymbopogon martini oil,Cleanser,8,3.8625,1.5864943383807852,4.4,26.0,0.75,0.75,0.75,0.75,5
pelargonium graveolens flower oil,Cleanser,15,4.119999999999999,1.1614030923228778,4.4,27.933333333333334,0.4666666666666667,0.5333333333333333,0.6,0.6,5
daucus carota sativa seed oil,Cleanser,6,3.6833333333333336,1.828022611092835,4.45,26.333333333333332,0.5,0.5,0.5,0.5,3
salvia sclarea oil,Cleanser,5,3.54,2.005741758053613,4.5,23.6,0.4,0.4,0.4,0.4,2
cyclopentasiloxane,Cleanser,12,4.699999999999999,0.24863262420322454,4.75,39.166666666666664,0.5,0.5,0.5,0.5,7
isopropyl palmitate,Cleanser,5,4.24,0.3911521443121588,4.3,39.8,0.2,0.2,0.2,0.2,5
acrylates c alkyl acrylate crosspolymer,Cleanser,22,4.486363636363636,0.2568962261218934,4.5,32.63636363636363,0.6818181818181818,0.6363636363636364,0.7272727272727273,0.6818181818181818,16
mannitol,Cleanser,7,4.485714285714286,0.31320159337914955,4.6,37.57142857142857,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.8571428571428571,5
fragrance,Cleanser,82,4.3878048780487795,0.563145978904367,4.4,38.80487804878049,0.4878048780487805,0.5487804878048781,0.5487804878048781,0.573170731707317,33
tocopheryl acetate,Cleanser,52,4.3076923076923075,0.6688726699209044,4.5,37.75,0.5769230769230769,0.6153846153846154,0.6153846153846154,0.6538461538461539,29
sodium hyaluronate,Cleanser,49,4.244897959183674,0.9158468814185489,4.4,34.91836734693877,0.4489795918367347,0.46938775510204084,0.4489795918367347,0.46938775510204084,26
hexyl cinnamal,Cleanser,13,4.415384615384616,0.2577018750615845,4.4,36.30769230769231,0.6153846153846154,0.6923076923076923,0.6923076923076923,0.6923076923076923,9
alpha isomethyl ionone,Cleanser,7,4.3428571428571425,0.31014589500826245,4.3,58.42857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,5
peg,Cleanser,36,4.16388888888889,1.0604992834315023,4.45,36.30555555555556,0.5555555555555556,0.5555555555555556,0.6388888888888888,0.6666666666666666,18
ppg buteth,Cleanser,8,3.7249999999999996,1.5116216457830975,4.2,40.5,0.625,0.625,0.625,0.625,7
sodium citrate,Cleanser,22,4.086363636363636,0.9953680604467755,4.3,32.22727272727273,0.4090909090909091,0.45454545454545453,0.45454545454545453,0.45454545454545453,18
bht,Cleanser,22,4.240909090909091,0.9781708346798026,4.4,42.31818181818182,0.5909090909090909,0.5454545454545454,0.5909090909090909,0.5909090909090909,9
parfum,Cleanser,8,3.9,1.5856499343441839,4.5,33.625,0.25,0.125,0.25,0.25,5
citronellol,Cleanser,22,4.136363636363637,1.03534924153546,4.3,34.77272727272727,0.5,0.45454545454545453,0.45454545454545453,0.45454545454545453,12
geraniol,Cleanser,18,3.994444444444444,1.1127455299299498,4.25,36.611111111111114,0.5,0.4444444444444444,0.4444444444444444,0.4444444444444444,11
microcrystalline cellulose,Cleanser,6,4.516666666666667,0.2786873995477131,4.45,45.5,0.6666666666666666,1.0,1.0,1.0,5
sodium lauroyl glutamate,Cleanser,8,4.449999999999999,0.1309307341415955,4.45,48.25,0.75,1.0,1.0,1.0,5
papain,Cleanser,8,4.475,0.1488047618285689,4.5,40.625,0.75,0.875,0.875,0.875,7
alcohol,Cleanser,14,4.485714285714286,0.3278300283264598,4.5,33.642857142857146,0.6428571428571429,0.7142857142857143,0.6428571428571429,0.8571428571428571,12
ethylhexyl palmitate,Cleanser,6,4.533333333333332,0.26583202716502513,4.55,34.166666666666664,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,5
carthamus tinctorius seed oil,Cleanser,7,4.442857142857143,0.18126539343499318,4.5,39.857142857142854,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,7
propylene glycol,Cleanser,27,4.451851851851852,0.29269355249051127,4.5,37.2962962962963,0.5925925925925926,0.5555555555555556,0.6296296296296297,0.6296296296296297,16
calendula officinalis flower extract,Cleanser,12,4.05,1.2866446850061386,4.35,26.75,0.3333333333333333,0.5,0.3333333333333333,0.4166666666666667,6
isohexadecane,Cleanser,6,4.583333333333333,0.26394443859772204,4.55,28.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,5
sodium chloride,Cleanser,50,4.316,0.6849281207632264,4.4,28.6,0.54,0.62,0.62,0.62,26
poloxamer,Cleanser,5,4.48,0.3834057902536163,4.4,29.8,0.4,0.4,0.4,0.4,4
dipotassium phosphate,Cleanser,5,4.62,0.25884358211089575,4.6,30.0,0.2,0.2,0.2,0.2,4
potassium phosphate,Cleanser,7,4.6000000000000005,0.25819888974716115,4.6,30.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,5
benzyl alcohol,Cleanser,14,4.5285714285714285,0.2524604201380164,4.5,32.357142857142854,0.5,0.5,0.5,0.5,12
lauryl glucoside,Cleanser,12,4.283333333333333,0.2516611478423583,4.3,26.583333333333332,0.6666666666666666,0.6666666666666666,0.75,0.75,9
cetearyl alcohol,Cleanser,20,4.445,0.2372540277512913,4.5,29.25,0.6,0.75,0.7,0.75,13
limonene,Cleanser,61,4.465573770491803,0.23514906329222984,4.5,36.0,0.4918032786885246,0.5573770491803278,0.5245901639344263,0.5737704918032787,25
sodium cocoyl isethionate,Cleanser,19,4.368421052631579,0.3000974500594161,4.4,28.31578947368421,0.7368421052631579,0.8421052631578947,0.7894736842105263,0.8421052631578947,13
stearic acid,Cleanser,32,4.4437500000000005,0.28841893812814673,4.5,32.3125,0.40625,0.5,0.5,0.5625,20
stearyl alcohol,Cleanser,8,4.4875,0.3313931631332013,4.45,35.625,0.5,0.625,0.625,0.625,8
glycyrrhiza glabra root extract,Cleanser,20,4.4,0.2316985337163699,4.45,33.4,0.6,0.9,0.8,0.85,13
disodium cocoamphodiacetate,Cleanser,13,4.523076923076923,0.14806443503784733,4.6,26.692307692307693,0.46153846153846156,0.6153846153846154,0.5384615384615384,0.6153846153846154,10
maltodextrin,Cleanser,15,4.413333333333332,0.26421491973301553,4.5,36.46666666666667,0.6666666666666666,0.8,0.8666666666666667,0.8666666666666667,14
edta,Cleanser,5,4.279999999999999,0.23874672772626654,4.4,35.2,0.8,0.8,0.8,0.8,3
myristic acid,Cleanser,20,4.425000000000001,0.2807414993792051,4.4,33.25,0.4,0.45,0.55,0.55,12
sodium methyl cocoyl taurate,Cleanser,27,4.4148148148148145,0.33478317173922,4.4,31.14814814814815,0.5925925925925926,0.5185185185185185,0.5555555555555556,0.5555555555555556,13
palmitic acid,Cleanser,11,4.518181818181818,0.2750206603809315,4.5,37.36363636363637,0.36363636363636365,0.45454545454545453,0.45454545454545453,0.45454545454545453,8
potassium hydroxide,Cleanser,26,4.403846153846154,0.270526552087989,4.4,32.73076923076923,0.46153846153846156,0.46153846153846156,0.5384615384615384,0.5384615384615384,15
lauric acid,Cleanser,21,4.461904761904763,0.2923631140827968,4.4,32.76190476190476,0.47619047619047616,0.5238095238095238,0.6190476190476191,0.6190476190476191,12
anthemis nobilis flower oil,Cleanser,6,4.05,0.6156297588648555,4.3,28.5,0.5,0.5,0.5,0.5,5
mentha viridis leaf oil,Cleanser,7,4.371428571428572,0.12535663410560174,4.3,23.714285714285715,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,1
lavandula hybrida oil,Cleanser,6,4.316666666666666,0.16020819787597218,4.3,31.166666666666668,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,5
linalool,Cleanser,60,4.35,0.6244997998398398,4.4,38.983333333333334,0.45,0.4666666666666667,0.5166666666666667,0.5166666666666667,26
peg distearate,Cleanser,10,4.47,0.22135943621178655,4.4,34.7,0.4,0.4,0.4,0.4,6
tourmaline,Cleanser,5,4.42,0.32710854467592254,4.3,66.6,0.4,0.4,0.4,0.4,2
laminaria saccharina extract,Cleanser,11,4.245454545454546,0.29787123514578034,4.3,28.90909090909091,0.6363636363636364,0.7272727272727273,0.6363636363636364,0.7272727272727273,4
hydrolyzed wheat protein,Cleanser,6,4.283333333333334,0.24832774042918915,4.35,27.0,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,4
polyquaternium,Cleanser,23,4.469565217391305,0.22850260115626223,4.4,32.91304347826087,0.43478260869565216,0.34782608695652173,0.43478260869565216,0.391304347826087,15
methylchloroisothiazolinone,Cleanser,14,4.171428571428572,1.2224996910042532,4.45,40.785714285714285,0.2857142857142857,0.35714285714285715,0.5,0.5,6
no info,Cleanser,14,4.592857142857143,0.2525692158423287,4.6,12.357142857142858,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,2
ceteareth,Cleanser,10,4.4,0.36209268304000725,4.55,27.0,0.5,0.5,0.5,0.5,8
cetyl alcohol,Cleanser,13,4.453846153846154,0.2726884199209318,4.5,36.76923076923077,0.5384615384615384,0.6923076923076923,0.5384615384615384,0.6923076923076923,11
peg stearate,Cleanser,20,4.465,0.26808286228819556,4.5,38.75,0.65,0.7,0.75,0.8,12
alcohol denat,Cleanser,25,4.048,1.2308939840619906,4.4,30.12,0.28,0.4,0.4,0.4,15
sorbic acid,Cleanser,8,4.35,0.44721359549995787,4.35,29.75,0.875,0.875,0.875,0.875,6
lavandula angustifolia oil,Cleanser,16,4.4,0.17511900715418258,4.4,34.5625,0.375,0.4375,0.5625,0.5625,10
aloe barbadensis leaf juice powder,Cleanser,5,4.42,0.19235384061671348,4.4,30.4,0.4,0.6,0.6,0.6,2
bromelain,Cleanser,5,4.34,0.2408318915758458,4.4,27.4,0.6,0.6,0.6,0.6,4
retinyl palmitate,Cleanser,12,4.441666666666666,0.2712205856136405,4.45,37.25,0.5,0.4166666666666667,0.5833333333333334,0.5833333333333334,11
pogostemon cablin oil,Cleanser,5,4.459999999999999,0.11401754250991371,4.5,29.2,0.6,0.4,0.6,0.6,4
declustered water aqua eau de structuree,Cleanser,7,4.414285714285714,0.2968084198523319,4.3,85.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,1
algae extract,Cleanser,15,4.12,1.165700280027908,4.4,53.6,0.4,0.4666666666666667,0.4666666666666667,0.4666666666666667,8
sesamum indicum seed oil,Cleanser,8,4.424999999999999,0.2815771906346718,4.35,69.625,0.375,0.375,0.375,0.375,3
medicago sativa seed powder,Cleanser,6,4.3999999999999995,0.32249030993194205,4.3,83.33333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
helianthus annuus seedcake,Cleanser,7,4.357142857142857,0.31547394428670267,4.3,75.28571428571429,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,2
prunus amygdalus dulcis seed meal,Cleanser,6,4.3999999999999995,0.32249030993194205,4.3,83.33333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
eucalyptus globulus leaf oil,Cleanser,15,4.433333333333334,0.20930724738891343,4.5,52.266666666666666,0.4,0.6,0.4,0.5333333333333333,7
sodium gluconate,Cleanser,6,4.3999999999999995,0.32249030993194205,4.3,83.33333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
copper gluconate,Cleanser,6,4.3999999999999995,0.32249030993194205,4.3,83.33333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
calcium gluconate,Cleanser,10,4.339999999999999,0.2951459149490488,4.3,59.5,0.4,0.4,0.4,0.4,4
magnesium gluconate,Cleanser,6,4.3999999999999995,0.32249030993194205,4.3,83.33333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
zinc gluconate,Cleanser,9,4.377777777777776,0.2587362449376671,4.3,73.44444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,3
tocopheryl succinate,Cleanser,6,4.3999999999999995,0.32249030993194205,4.3,83.33333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
niacin,Cleanser,6,4.3999999999999995,0.32249030993194205,4.3,83.33333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
sesamum indicum seed powder,Cleanser,6,4.3999999999999995,0.32249030993194205,4.3,83.33333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
pearl powder,Cleanser,5,4.380000000000001,0.396232255123179,4.3,60.4,0.4,0.6,0.6,0.6,3
caffeine,Cleanser,15,4.133333333333334,1.1696560340951687,4.4,40.46666666666667,0.4,0.5333333333333333,0.4,0.5333333333333333,5
sucrose,Cleanser,21,4.447619047619048,0.22275333357561145,4.5,40.714285714285715,0.47619047619047616,0.5714285714285714,0.5238095238095238,0.6190476190476191,8
trehalose,Cleanser,25,4.236000000000001,0.9022564306596361,4.4,40.0,0.24,0.28,0.32,0.32,12
cellulose,Cleanser,9,4.566666666666666,0.2345207879911715,4.6,42.333333333333336,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,8
sodium bicarbonate,Cleanser,6,4.499999999999999,0.28284271247461895,4.45,56.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,4
urea,Cleanser,11,4.445454545454545,0.2805838069584072,4.4,42.45454545454545,0.2727272727272727,0.36363636363636365,0.45454545454545453,0.45454545454545453,8
methylisothiazolinone,Cleanser,18,4.2444444444444445,1.083144779971304,4.45,37.72222222222222,0.2777777777777778,0.4444444444444444,0.5,0.5555555555555556,9
yellow,Cleanser,18,4.205555555555556,1.1010541591756096,4.4,44.55555555555556,0.5,0.3333333333333333,0.3888888888888889,0.3888888888888889,10
blue,Cleanser,9,3.9444444444444446,1.5009256403225903,4.4,37.333333333333336,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,6
green,Cleanser,7,4.471428571428572,0.28115408417381926,4.4,59.42857142857143,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,4
menthol,Cleanser,10,3.9299999999999997,1.4189589297948142,4.4,26.2,0.4,0.7,0.4,0.7,7
simmondsia chinensis seed oil,Cleanser,5,4.339999999999999,0.25099800796022276,4.2,40.4,0.8,0.8,0.8,0.8,5
rosa canina fruit oil,Cleanser,6,4.516666666666667,0.20412414523193165,4.5,51.166666666666664,1.0,1.0,1.0,1.0,5
simmondsia chinensis seed extract,Cleanser,7,4.342857142857143,0.13972762620115453,4.3,29.142857142857142,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571,1
epilobium angustifolium flower leaf stem extract,Cleanser,8,4.375,0.15811388300841903,4.35,28.25,0.5,0.75,0.75,0.75,2
cocamidopropyl betaine,Cleanser,40,4.3175,0.7337600739709447,4.4,32.175,0.5,0.575,0.6,0.625,23
cocamidopropyl hydroxysultaine,Cleanser,13,4.330769230769231,0.22503560971771921,4.3,32.0,0.6153846153846154,0.8461538461538461,0.8461538461538461,0.8461538461538461,9
hydrogenated starch hydrolysate,Cleanser,5,4.42,0.08366600265340758,4.4,30.2,0.8,0.8,1.0,1.0,4
sodium cocoyl glycinate,Cleanser,8,4.6125,0.1885091888628092,4.55,30.125,0.5,0.75,0.75,0.75,6
disodium cocoyl glutamate,Cleanser,7,4.3,0.2886751345948128,4.4,24.857142857142858,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,5
sodium cocoyl glutamate,Cleanser,12,4.283333333333334,0.22495790852081773,4.3,27.333333333333332,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,8
methyl gluceth,Cleanser,9,4.266666666666667,0.1936491673103709,4.3,44.77777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.7777777777777778,8
rosmarinus officinalis leaf extract,Cleanser,17,4.3882352941176475,0.2546624062881496,4.4,34.0,0.4117647058823529,0.5882352941176471,0.5294117647058824,0.5294117647058824,11
cellulose gum,Cleanser,7,4.442857142857143,0.2439750182371335,4.4,40.57142857142857,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,5
sclerotium gum,Cleanser,6,4.533333333333334,0.15055453054181597,4.5,33.166666666666664,0.8333333333333334,1.0,1.0,1.0,4
hexanediol,Cleanser,21,4.476190476190477,0.2256208365926381,4.5,30.285714285714285,0.6190476190476191,0.6666666666666666,0.6666666666666666,0.6666666666666666,13
hamamelis virginiana water,Cleanser,9,4.2444444444444445,0.33952581312438945,4.4,29.333333333333332,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.6666666666666666,7
oleth,Cleanser,5,4.299999999999999,0.3535533905932736,4.4,36.6,0.6,0.6,1.0,1.0,5
mentha piperita oil,Cleanser,6,4.383333333333333,0.29268868558020256,4.45,40.666666666666664,0.16666666666666666,1.0,0.6666666666666666,1.0,4
linoleic acid,Cleanser,5,4.4,0.2345207879911714,4.5,29.8,0.6,0.8,0.4,0.8,2
lactose,Cleanser,5,4.58,0.08366600265340758,4.6,40.6,0.6,0.8,0.8,0.8,4
betaine,Cleanser,21,4.438095238095239,0.2178903175365773,4.4,34.857142857142854,0.5238095238095238,0.38095238095238093,0.5238095238095238,0.5238095238095238,12
zingiber officinale root extract,Cleanser,6,4.3500000000000005,0.4505552130427523,4.55,42.833333333333336,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,5
zea mays starch,Cleanser,6,4.516666666666667,0.11690451944500106,4.5,38.666666666666664,0.8333333333333334,1.0,1.0,1.0,4
dimethicone,Cleanser,16,4.45625,0.38981833375732,4.55,32.4375,0.5,0.625,0.5625,0.6875,9
malic acid,Cleanser,5,4.24,0.26076809620810604,4.2,49.6,0.4,0.4,0.4,0.4,5
peg glyceryl cocoate,Cleanser,10,4.459999999999999,0.31340424729448413,4.55,37.5,0.5,0.6,0.6,0.6,8
propylene carbonate,Cleanser,5,4.38,0.16431676725154973,4.3,49.4,0.6,0.6,0.6,0.6,5
vitis vinifera seed oil,Cleanser,8,4.425000000000001,0.1832250762625808,4.45,40.5,0.625,0.625,0.625,0.625,5
citral,Cleanser,13,4.107692307692307,1.2419484278487163,4.5,32.46153846153846,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,10
panthenol,Cleanser,28,4.382142857142857,0.17438478405541266,4.4,32.75,0.42857142857142855,0.39285714285714285,0.5,0.5,19
ascorbic acid,Cleanser,17,4.452941176470588,0.24268716246132477,4.4,32.88235294117647,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,10
chamomilla recutita flower extract,Cleanser,17,4.405882352941177,0.22491828581535486,4.4,34.1764705882353,0.47058823529411764,0.5882352941176471,0.47058823529411764,0.5294117647058824,13
ppg ceteth,Cleanser,6,3.5833333333333335,1.7747300264171637,4.25,42.333333333333336,0.5,0.5,0.6666666666666666,0.5,6
peg dimethicone,Cleanser,6,3.7000000000000006,1.8143869488066762,4.4,28.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,4
butyrospermum parkii butter,Cleanser,8,4.375,0.2712405363721076,4.45,31.125,0.875,0.75,0.875,0.875,6
glycereth,Cleanser,8,4.3625,0.14078859531733603,4.35,39.75,0.5,0.75,0.75,0.875,7
charcoal powder,Cleanser,7,4.385714285714285,0.40999419275794396,4.3,32.714285714285715,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571,7
ascorbyl glucoside,Cleanser,10,4.35,0.2368778400591982,4.4,23.8,0.7,0.7,0.7,0.8,7
glyceryl stearate se,Cleanser,9,4.511111111111111,0.2758824226207807,4.5,34.55555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,5
sodium lauroyl sarcosinate,Cleanser,6,4.433333333333334,0.17511900715418266,4.45,25.166666666666668,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,5
sorbitol,Cleanser,20,4.4399999999999995,0.2479388719231543,4.5,31.75,0.5,0.5,0.55,0.55,13
acrylates copolymer,Cleanser,19,4.273684210526316,1.0466040879716954,4.5,28.473684210526315,0.42105263157894735,0.6842105263157895,0.631578947368421,0.6842105263157895,13
parfum fragrance,Cleanser,11,4.490909090909091,0.24271195048676705,4.5,28.363636363636363,0.8181818181818182,0.7272727272727273,0.8181818181818182,0.8181818181818182,5
glycol distearate,Cleanser,14,4.578571428571428,0.21187286256174923,4.5,34.285714285714285,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,9
tetrasodium edta,Cleanser,9,4.4,0.36400549446402597,4.5,24.77777777777778,0.7777777777777778,0.8888888888888888,1.0,1.0,8
laureth,Cleanser,7,4.557142857142858,0.15118578920369075,4.5,26.142857142857142,0.8571428571428571,1.0,0.8571428571428571,1.0,5
visit the sephora collection boutique,Cleanser,5,4.380000000000001,0.1923538406167135,4.4,18.0,0.2,0.2,0.2,0.2,1
coco betaine,Cleanser,12,4.3500000000000005,0.41669696859512145,4.45,30.583333333333332,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,7
ammonium acryloyldimethyltaurate vp copolymer,Cleanser,5,4.660000000000001,0.15165750888103086,4.7,35.2,0.4,0.8,0.4,0.8,3
sodium laureth sulfate,Cleanser,14,4.421428571428571,0.147692880035521,4.4,37.642857142857146,0.42857142857142855,0.5,0.5714285714285714,0.5714285714285714,9
sodium sulfate,Cleanser,5,3.56,1.9982492337043445,4.4,21.4,0.6,0.8,0.6,0.8,3
squalane,Cleanser,14,4.435714285714285,0.27345972240938843,4.5,37.357142857142854,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,12
vaccinium myrtillus fruit extract,Cleanser,6,4.383333333333333,0.2926886855802026,4.45,37.333333333333336,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,6
saccharum officinarum extract,Cleanser,7,4.385714285714285,0.2672612419124244,4.4,33.857142857142854,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,7
acer saccharum extract,Cleanser,7,4.385714285714285,0.2672612419124244,4.4,33.857142857142854,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,7
kaolin,Cleanser,20,4.355,0.31367935354770365,4.3,33.85,0.6,0.85,0.8,0.85,12
citrus aurantium dulcis fruit extract,Cleanser,9,4.455555555555555,0.20682789409984756,4.5,27.88888888888889,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.6666666666666666,7
citrus limon fruit extract,Cleanser,8,4.3999999999999995,0.25071326821120354,4.45,33.0,0.625,0.625,0.5,0.625,7
citrus limon peel oil,Cleanser,8,4.4875,0.18077215335491081,4.5,32.5,0.75,0.875,0.875,0.875,6
biosaccharide gum,Cleanser,6,4.416666666666667,0.263944438597722,4.45,28.833333333333332,0.5,0.5,0.3333333333333333,0.5,5
sodium phytate,Cleanser,11,4.409090909090908,0.2547726259021775,4.3,35.45454545454545,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,9
butylphenyl methylpropional,Cleanser,13,4.3999999999999995,0.30276503540974925,4.3,45.92307692307692,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,6
